Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,73.5571,65.3738,68.0378,62.1439,60.7689,63.1265,66.5082,61.0326,61.22,62.5459,61.634,60.9683,61.4577,65.3713,70.7626,61.8581,66.8538,61.8499,64.8256,66.6395,61.2014,65.6108,77.5925,63.9373,61.0593,62.132,64.266,61.2208,60.9494,65.3933,64.329943
Journey Through Heartsongs,84.6647,81.4306,84.6362,82.2248,81.3334,81.4261,84.8112,98.7821,135.3757,82.5295,83.4694,114.306,80.5781,80.1094,95.29,99.5899,93.1702,118.1675,81.0688,80.0415,85.7284,89.3345,83.5806,81.7439,80.176,90.9225,94.7856,96.8729,83.8263,84.6025,89.819277
In Search of Melancholy Baby,39.11,42.8394,38.0087,39.476,47.0749,37.8467,38.8127,42.3638,37.9336,38.7571,38.6828,38.5199,42.8338,41.7404,38.1681,41.3825,39.29,47.6336,43.2896,44.7782,39.0096,45.4226,37.8463,39.0134,38.1153,40.8128,40.0741,37.936,43.0623,40.4321,40.675543
The Genesis of Ethics,61.6956,65.4667,62.4576,79.1612,62.2776,64.2632,70.1947,66.0638,81.6805,71.7114,62.8377,67.6972,61.0212,61.1685,65.8456,62.3186,62.5519,66.468,61.0793,62.2796,62.6573,68.0727,62.8967,61.3468,69.6914,104.9442,61.3564,61.6464,62.0639,72.6169,66.851087
All over but the Shoutin',43.1649,59.179,47.0956,42.9005,44.321,42.9377,41.7838,41.8339,43.3426,53.3931,41.8597,47.7313,59.8591,67.0349,68.2355,65.08,59.1668,58.131,64.1541,43.6091,51.9011,57.6123,62.936,58.6154,49.2833,55.2037,70.4337,70.1371,58.4411,66.234,54.520377
Oilers and Sweepers and Other Stories,116.9786,77.2117,92.6623,87.6096,81.0887,74.9467,94.7527,126.2734,72.5532,78.2453,70.5799,77.4231,74.3061,81.7766,73.7395,71.8214,75.9314,78.909,76.7308,113.23,71.2813,81.4775,75.2626,78.0086,72.4444,70.4998,70.4314,73.2759,72.8896,74.207,81.21827
The Emperor's New Mind,71.2156,71.8203,74.5421,73.0231,70.6769,83.2257,72.863,71.0337,73.4531,73.6442,82.3302,72.2441,69.6407,92.9865,70.9615,68.9152,74.1059,73.2357,70.4028,69.5325,69.8293,84.2838,70.3481,79.1478,73.9279,68.7072,71.2161,68.6933,75.597,76.6015,73.94016
Touching Fire: Erotic Writings by Women,108.8128,94.9395,89.5419,90.4878,89.7069,95.0137,96.3666,101.8376,90.2467,123.2535,92.5826,89.3867,103.3013,90.1366,92.0258,120.2226,89.1608,95.9704,107.7863,90.477,96.1484,136.8832,93.6065,91.5293,90.9608,90.7576,90.3759,91.2813,94.7912,95.5176,97.436963
Hill Rat: Blowing the Lid Off Congress,51.2068,52.1754,90.483,51.1457,57.2082,52.2254,52.0421,51.2603,55.4742,56.9801,54.7781,52.0717,51.6237,52.4376,60.0085,51.3587,55.5912,51.5482,61.6517,51.1728,58.2701,52.2042,66.2996,51.3199,58.6197,52.305,59.5922,51.5605,51.3602,55.6818,55.65522
Personality of the Cat,120.8685,126.9764,147.6458,124.6229,128.6743,143.1357,121.4687,123.7355,118.9966,126.3864,129.4458,139.6511,120.2,119.2344,130.5018,128.9661,179.6967,117.9732,139.4095,119.4758,133.6841,125.8775,122.9818,129.0716,131.8654,126.2971,135.3987,118.7448,119.6167,123.4622,129.135503
