Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,10.8849,10.9907,11.8777,7.2163,7.0985,6.8941,6.8953,21.3104,10.1105,7.4639,8.6812,7.5895,14.4138,8.0704,7.6051,7.919,9.4701,7.7865,11.9302,7.6314,7.0806,7.5066,8.1323,9.271,10.5398,7.8558,11.7214,11.0513,11.5129,8.2639,9.492503
Journey Through Heartsongs,14.7575,11.8007,9.9582,15.3299,11.5683,13.5909,12.8514,9.9385,9.3794,10.7319,12.5238,16.4016,12.3626,21.4313,20.1319,18.5251,18.7441,17.9327,13.1316,14.5363,13.9079,13.098,10.1579,14.5445,13.8193,12.9615,11.4365,11.8971,11.0737,10.561,13.63617
In Search of Melancholy Baby,4.8803,7.5312,5.4071,4.5222,7.7446,4.9948,4.2917,4.2767,16.725,10.5425,6.2782,10.7749,5.3762,9.0072,4.7691,4.4536,8.8547,6.0868,4.7378,6.5065,8.3175,4.5463,4.9793,6.9478,4.8633,5.1366,4.3382,7.7405,4.2643,5.9937,6.496287
The Genesis of Ethics,7.0997,12.8842,15.6359,7.5673,7.044,12.5113,8.5214,10.5537,7.706,10.4943,11.174,7.9816,14.3201,8.9933,8.8972,8.5647,10.176,8.8868,6.9247,10.8802,8.0389,7.7071,7.0483,8.8506,18.4365,7.0216,7.2725,6.9092,8.3344,7.0161,9.448387
All over but the Shoutin',5.0375,10.5312,6.232,5.4069,5.3485,6.2051,5.0549,5.1432,4.859,9.3337,6.077,7.4347,11.3714,6.6624,7.5226,4.8677,4.8731,4.8322,6.5948,11.0633,6.2351,6.6696,4.8709,5.2622,4.9218,4.7119,4.9077,4.859,5.4633,8.7915,6.371473
Oilers and Sweepers and Other Stories,9.3659,8.8638,24.5753,22.7861,11.2191,10.4282,10.4921,10.8852,11.3679,12.1662,10.4318,9.5571,18.3207,13.2434,9.5517,12.2111,9.4773,9.6477,8.907,8.4405,8.7905,10.0074,8.7641,8.3875,9.4342,8.737,8.3963,13.156,14.1416,11.4869,11.44132
The Emperor's New Mind,8.0783,12.5703,9.8809,13.4597,10.7953,8.5028,10.2369,10.7886,9.1116,9.8279,11.7534,14.3573,8.6204,7.9158,7.8396,7.8477,7.8399,8.0144,8.5242,14.64,8.8456,8.2952,7.9956,8.646,9.832,8.0557,9.04,8.4651,8.1084,8.1748,9.535447
Touching Fire: Erotic Writings by Women,11.2094,11.0732,12.6,13.4224,12.1611,11.434,11.0198,15.4184,13.056,18.3181,12.1526,17.3061,12.9216,12.8087,18.8879,13.8644,23.4861,13.146,10.9706,18.5062,12.9076,11.4583,14.7866,15.1821,11.6498,11.0196,14.8003,14.9952,13.566,13.6724,13.926683
Hill Rat: Blowing the Lid Off Congress,6.8157,6.0713,7.7556,6.9706,6.212,7.9334,11.9473,6.1089,7.7414,6.8962,6.8707,6.6977,6.195,10.7834,10.301,12.6188,11.1633,12.3852,7.4715,7.5566,9.4667,6.5294,8.1125,7.0778,7.3287,6.0243,12.7106,6.681,6.3253,8.4208,8.172423
Personality of the Cat,16.8419,15.7397,14.3909,14.8923,13.7936,21.1002,16.6325,15.9111,20.1553,16.1314,14.5978,24.1051,19.1252,16.5045,14.0093,16.2808,17.5998,20.8593,18.0749,15.9162,19.1718,13.9308,14.7533,17.8664,17.0576,19.849,21.8757,17.3171,16.5478,19.9278,17.365303
Best New American Voices 2003,6.6022,6.7325,6.0803,7.3875,20.2237,7.291,6.5458,7.0064,10.9433,8.3463,6.2764,7.0815,9.7285,8.5947,6.9924,6.3235,6.0152,6.4138,6.9376,13.7038,11.4456,14.0943,12.1856,11.3922,6.0693,10.1498,5.9495,11.8184,7.0721,7.139,8.751407
Jackie by Josie: A Novel,9.0469,17.7455,9.0109,17.6847,11.3264,16.0557,11.396,9.9451,8.2987,12.2379,15.0466,12.3641,11.4395,8.4139,10.936,12.0918,9.912,8.1666,9.54,8.4829,12.8812,8.3046,13.2525,10.6916,18.7923,10.5828,10.9555,10.4009,10.3466,10.6104,11.531987
Majorca: Culture and Life,11.4787,9.4355,9.4212,9.8765,15.4608,10.629,9.4635,10.0647,9.0906,10.9649,10.453,13.7245,21.5955,15.4965,15.3728,11.5703,13.7581,11.9099,10.5424,10.8869,14.8042,13.7803,18.5471,11.3413,10.7627,12.574,11.7852,11.7021,12.136,9.9737,12.28673
The Universe of Galaxies,11.0303,13.0501,7.4961,7.8189,10.3817,7.8987,7.4245,9.6474,7.817,7.6433,7.4183,9.5975,8.1977,9.0022,8.1901,7.8332,9.9716,9.7208,9.5154,10.8089,13.8552,11.5707,7.7127,10.1015,7.8684,11.8864,12.1325,7.802,10.0389,8.1114,9.38478
Healing Benefits of Garlic,9.8608,10.1285,12.8917,15.7487,20.2184,16.5351,13.3478,14.2407,10.2661,9.5611,9.9465,14.4209,14.775,10.6662,9.7651,9.3548,13.817,10.2156,13.9849,9.8493,9.8416,10.4681,10.1459,10.027,9.6258,9.8376,9.5102,9.4361,10.4593,9.4527,11.613283
George Meany And His Times: A Biography,11.0925,9.264,8.7911,8.5355,8.382,9.6725,8.2878,16.9499,8.5696,12.2369,9.3687,8.719,8.5427,12.0862,8.6928,11.7809,10.0752,14.8648,8.7277,12.6375,19.3765,13.2935,10.5086,9.7231,12.2392,10.1747,10.6751,13.5817,11.0225,10.5057,10.94593
American Dreams: Lost & Found,13.8942,12.9972,11.3193,13.4701,16.4904,14.0805,11.5977,11.4012,11.649,11.0256,11.9895,12.3089,13.1719,11.9776,10.9045,15.1888,13.5724,11.9459,13.7212,10.9864,14.3438,12.8723,12.0995,11.9826,11.3332,14.0657,16.2732,12.1589,17.2504,15.2897,13.045387
"Love, Love, and Love",9.1367,15.414,16.6805,9.8476,6.609,6.1693,9.5848,11.9464,9.2927,16.8515,7.1031,6.0082,6.4268,10.5206,7.9752,6.6904,6.1379,7.4261,6.1444,6.2229,7.3935,15.9945,8.8979,8.2815,7.0063,5.9713,7.2053,6.0477,10.1152,5.8725,8.83246
Henry VIII (English Monarchs Series),12.6745,7.4401,8.6095,9.5794,7.3116,7.2601,7.5158,12.724,10.1303,13.3802,12.2048,11.7839,11.9446,9.8475,10.6337,9.2524,16.2611,9.0848,7.8905,10.0176,8.1154,7.6536,8.4076,7.8159,7.6061,9.1388,12.9887,8.0697,12.9729,7.693,9.866937
The Moral Intelligence of Children,6.63,10.6068,6.971,13.307,7.4921,6.4487,9.5288,6.2796,6.2985,7.2763,9.9427,6.3539,8.5004,8.214,8.002,6.394,6.2205,6.1833,8.0241,6.7468,6.402,8.9116,9.352,10.5596,6.3515,12.3204,6.5209,6.5562,7.5656,6.8532,7.893783
Cook Healthy: Cook Quick,7.2742,8.9967,7.0547,7.1335,7.0811,8.6554,9.0426,8.0139,8.0168,6.4067,6.5255,8.0213,7.3908,9.7802,6.4756,6.3649,6.3958,6.5903,6.3692,6.3238,6.2794,6.8634,7.024,6.8609,15.4155,7.3124,8.8479,11.0966,9.4587,11.7053,7.959237
Sunset at Rosalie: A Novel,10.5686,9.1523,8.5643,8.8222,11.6006,12.3276,11.3322,13.3369,10.0413,9.1217,11.1752,12.2753,11.0684,8.2084,10.8191,8.3786,8.9404,18.6624,11.6482,10.018,8.4671,9.5765,9.1216,8.467,12.6305,9.4249,9.034,8.7674,10.6616,10.6354,10.428257
Proverbs For The People,12.0232,11.4532,10.5792,17.5901,12.1786,11.5385,11.0091,11.8143,10.519,11.5572,15.299,11.0799,10.5563,12.4471,18.889,13.6381,11.9902,12.5711,11.9368,15.2571,10.7252,13.3467,12.4719,19.3696,15.9757,12.4868,12.6483,12.7789,12.0702,16.8385,13.08796
Great American Countryside,15.0384,9.6218,7.2872,13.005,13.5966,8.5134,10.1696,7.6892,7.6802,8.661,13.4572,10.4931,7.3773,9.5445,10.1264,7.8207,7.583,8.2372,8.5322,9.3414,8.9512,11.6299,7.5305,7.9161,9.6324,7.3256,10.6607,7.6566,7.577,8.5462,9.373387
Rob Whitlock: A Pioneer Boy in Old Ohio,5.9407,10.5667,8.7484,6.4252,5.3016,6.5242,5.6248,4.8443,5.3692,5.9465,5.2527,5.1901,5.9568,5.1203,4.7727,9.5344,4.7952,5.7761,11.6943,11.0936,6.7308,7.2645,5.5738,4.7786,6.2604,5.0005,5.0005,6.3704,14.7741,5.6097,6.728037
British Hospitals (Britain in Pictures),12.4968,15.3235,9.4709,12.3725,10.0476,9.3884,10.9962,18.8847,12.6059,10.3433,9.5539,9.402,10.388,12.8747,13.0253,11.5732,14.3962,9.6346,9.5052,13.7304,15.0136,17.4212,9.59,10.5047,9.3581,14.2984,12.0008,12.6571,14.749,11.6965,12.11009
The Practical Stylist,9.7345,13.3393,8.8607,7.783,8.2969,7.6807,8.2995,7.7677,10.1959,11.6372,7.956,9.7869,8.9474,9.1526,9.7403,12.9713,8.675,8.6211,8.4403,7.7131,9.4795,8.8163,8.7998,9.3479,11.2904,10.5127,7.8673,14.471,15.5785,14.6827,9.881517
Civilization III: Instruction Manual,16.0168,22.2661,20.9814,26.1118,16.427,21.9708,19.356,19.4213,18.9195,17.7232,18.2679,18.717,15.5597,15.6337,16.0065,19.7913,19.2281,16.2725,18.4398,15.6926,16.3522,14.8417,14.7628,15.2149,19.0104,20.7376,16.874,15.9019,19.3661,19.8994,18.192133
Elvis in the Morning,10.5192,8.3066,10.7122,12.3856,10.5424,15.0687,9.4129,8.4896,14.3527,10.7457,9.0935,7.7792,7.5686,7.0709,12.1016,8.7345,10.698,7.3491,10.2419,7.2276,7.1886,8.3539,9.8477,7.2743,7.3818,7.3807,7.1245,12.1076,11.1176,9.6274,9.52682
