Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,6.0525,5.7593,5.0885,4.7465,4.66,4.7783,4.6748,4.6952,4.7028,4.8027,4.6724,4.6812,4.7782,4.6975,4.6776,4.7041,4.7057,4.8485,4.6766,4.6789,7.166,5.6761,4.698,4.7717,4.6835,4.6903,4.6752,7.1755,4.8019,4.6882,5.00359
Journey Through Heartsongs,6.0178,6.323,6.0816,6.185,6.46,6.064,6.0363,7.4013,6.4259,6.5584,6.2096,6.2575,6.0877,6.0798,6.1803,6.088,6.1177,6.1036,6.055,6.1536,6.112,6.1513,6.1807,6.0655,6.1639,6.0846,6.2548,6.1224,6.0983,8.993,6.303753
In Search of Melancholy Baby,3.1998,3.0161,3.0896,2.8679,2.8585,2.8673,2.8542,3.0288,2.8529,2.8335,2.8517,2.8362,3.6057,5.9607,2.9264,2.8342,4.0296,2.8932,2.8466,2.8609,2.8255,3.3628,3.0872,2.8297,2.8321,2.8194,2.8662,3.1489,2.9365,2.9483,3.092347
The Genesis of Ethics,3.9747,3.7414,3.7964,3.7083,3.7912,3.7864,3.7322,3.7067,3.8152,3.7073,3.7124,3.7,3.7559,3.8548,3.7029,3.7069,3.7217,3.8478,3.7425,3.6671,3.7115,3.7296,3.7079,4.1838,3.8734,3.6938,3.6957,3.8001,3.6881,3.687,3.764757
All over but the Shoutin',4.1115,4.1089,4.0161,4.1322,4.06,4.0119,4.042,4.1235,4.0074,4.0088,4.0051,4.2277,4.0295,4.0242,4.021,4.0019,4.0985,4.0815,4.0548,4.0112,5.5424,5.6651,4.1926,4.394,4.3204,4.419,4.2053,4.2666,4.2571,4.2295,4.222323
Oilers and Sweepers and Other Stories,4.5688,4.54,4.5554,4.5136,4.5248,4.4636,4.448,4.6938,4.4979,4.4446,4.4474,4.6092,4.4446,4.4376,4.9544,4.5193,4.4808,4.4912,4.666,4.4382,4.5552,4.6591,4.4649,4.4243,4.5225,4.4746,4.4381,4.439,4.4344,4.4449,4.519873
The Emperor's New Mind,3.5513,3.5076,3.4845,5.2943,3.6947,3.5897,3.7988,3.565,3.5309,3.5454,3.5494,3.7018,3.484,3.4654,3.4493,3.6606,3.5007,3.4688,3.5086,3.4703,4.2449,3.7178,3.596,3.5178,3.5,3.5111,3.6342,3.5026,3.5256,3.4838,3.635163
Touching Fire: Erotic Writings by Women,3.2704,3.2566,3.1926,3.5752,3.2241,3.2157,3.1526,3.1601,3.2423,3.2021,3.1886,3.2149,3.1836,3.5375,3.8107,4.0168,4.8977,3.3272,3.3524,3.321,3.3302,3.3781,3.3037,3.3359,3.4624,3.3506,3.3357,3.3624,3.2489,3.2113,3.38871
Hill Rat: Blowing the Lid Off Congress,5.2289,5.0903,5.5647,5.3551,5.4859,5.3565,5.2947,5.3404,5.0738,5.0852,5.181,5.1344,5.0945,5.103,5.9883,5.1288,5.1609,7.7762,5.0882,5.4878,5.144,5.1267,5.2862,5.1022,5.2073,5.2586,5.1204,5.1258,5.5735,5.1837,5.338233
Personality of the Cat,3.5915,3.1622,2.9769,3.0006,2.97,3.1902,3.0048,2.9688,2.9925,2.9749,3.0055,3.1863,3.0042,3.0391,2.9966,2.9725,3.7329,2.9984,3.1501,2.9778,3.0653,3.0321,2.976,2.9725,2.9915,2.9736,3.1135,2.9897,2.9655,2.9575,3.064433
