Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,4.1745,5.431,4.1769,4.2171,3.9959,4.4167,4.1113,4.0673,4.3342,4.2163,4.0964,4.3641,4.2295,4.2622,4.1711,4.5461,4.2273,4.4609,4.1952,4.1092,3.977,4.3797,4.5535,4.1823,5.1267,6.6042,4.2125,4.2312,4.3023,4.0572,4.380993
Journey Through Heartsongs,5.5456,5.5661,5.2624,5.2776,5.4385,5.976,6.5786,7.6574,5.2018,5.1321,5.736,5.2879,5.158,5.2352,5.0608,5.8847,5.8495,5.5056,7.3481,5.4669,5.2814,6.4986,6.1494,5.3866,5.3201,5.1729,5.4904,5.7993,6.0893,5.3071,5.688797
In Search of Melancholy Baby,2.7756,2.3934,2.3255,2.3558,2.7521,3.7726,3.7239,2.7422,2.3199,2.4287,2.3196,2.6509,2.3235,2.3726,2.6144,2.3575,2.4519,2.4356,2.3091,2.7487,2.3076,2.4546,2.3189,3.4155,2.3153,2.2973,3.6174,2.803,2.4741,2.2995,2.61589
The Genesis of Ethics,3.0442,3.7928,3.6307,4.3051,3.7839,3.2559,3.1752,3.098,3.6309,3.3486,3.0051,4.3544,3.7557,3.1944,3.9206,3.1393,4.072,3.3067,3.7068,3.2507,3.2137,3.1861,3.2181,3.7472,3.3365,3.1249,3.1079,3.4338,3.1865,3.5116,3.461243
All over but the Shoutin',3.5142,3.47,3.5743,5.5475,3.9224,4.0586,4.2395,3.8819,3.4561,3.3739,3.6065,3.3792,5.2494,5.7769,4.0815,3.4652,4.8066,4.2687,3.4363,3.856,3.8239,4.9351,3.768,3.5953,3.4883,3.7515,3.4506,3.4379,3.8519,3.4438,3.950367
Oilers and Sweepers and Other Stories,4.4695,4.0793,4.1302,4.3783,4.3097,5.5138,3.9845,5.4222,4.3405,3.8257,4.1925,4.9296,5.4852,4.113,4.2811,4.5866,4.6433,4.7371,4.2958,4.6091,3.931,3.869,4.6608,4.8396,5.7199,4.0279,5.8687,4.092,5.0622,5.1332,4.584377
The Emperor's New Mind,2.9864,3.171,3.5599,3.1085,3.1088,2.8421,2.7228,2.732,2.9713,2.7551,3.2488,2.7728,2.7773,2.7282,2.7685,2.7239,2.9619,2.7939,2.8983,2.7924,2.8877,2.8292,2.7829,2.787,2.7899,3.4703,2.786,2.8471,2.7435,2.8482,2.906523
Touching Fire: Erotic Writings by Women,2.9859,2.7171,3.024,2.6737,2.78,2.7582,2.8179,2.6834,2.6913,2.9471,2.6725,3.3273,6.3163,4.5156,5.3248,4.8092,4.6701,4.3548,3.2144,4.8181,3.2496,2.9169,3.62,3.0239,2.9597,2.5676,2.6371,2.5532,2.6015,2.7361,3.365577
Hill Rat: Blowing the Lid Off Congress,4.4745,4.5281,4.6457,4.5258,4.6296,4.4803,4.4526,4.4685,4.5736,4.4879,4.7329,4.7744,4.2575,4.2316,4.3508,4.3183,4.2801,4.4361,4.5887,4.2531,4.22,4.4695,4.3866,4.3105,4.2651,4.3185,4.3387,4.0808,4.4839,5.2612,4.454163
Personality of the Cat,2.4272,2.3332,2.4919,2.2535,2.4467,2.2422,2.4808,2.3084,2.2429,2.4156,2.2449,2.2263,2.7182,2.5773,2.4308,2.2475,2.2188,2.5229,2.2366,2.2448,2.5782,2.2271,2.9274,2.9628,2.8141,2.5454,2.2521,2.6215,2.3897,2.3698,2.433287
Best New American Voices 2003,1.515,1.5164,1.6215,1.4589,1.4709,1.4252,1.6826,1.5183,1.5183,1.5113,1.7141,1.4623,1.4415,1.4478,1.8726,1.4507,1.4488,1.5689,1.5084,1.5192,1.5726,1.498,1.4699,1.4651,1.5272,1.5911,1.4667,1.4365,1.4351,1.4381,1.5191
