Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,49.1936,49.6327,50.9246,50.8498,49.5716,52.0132,50.8533,51.0841,51.2199,49.7952,50.592,51.8547,49.4039,50.311,49.1501,49.2026,52.0047,49.448,48.4422,52.1649,49.6856,55.2861,61.4115,54.5108,59.4562,52.4544,52.0652,51.0744,55.2258,51.454,51.67787
Journey Through Heartsongs,80.8195,98.5701,79.7047,73.1307,77.9617,76.5047,75.7769,71.3636,70.4126,72.1905,71.5043,72.0053,71.2949,76.1703,70.6081,74.0466,77.8842,84.1255,72.7039,74.1978,71.1206,74.3281,71.8898,69.4808,75.3613,74.9643,70.9956,68.1851,71.1525,68.5927,74.568223
In Search of Melancholy Baby,29.4547,31.5711,35.3706,33.3369,29.3113,29.5229,29.6599,29.8419,30.0742,31.2523,36.9961,33.4993,33.8022,31.0138,30.3258,30.1511,29.4214,31.1352,30.5489,32.0667,33.159,30.8757,30.754,34.4608,29.7456,32.7751,31.4416,31.1242,30.966,30.3729,31.467707
The Genesis of Ethics,53.2572,53.1053,51.1292,51.151,50.6388,51.2516,53.2711,54.0499,52.0882,52.1103,51.9676,51.0848,51.3892,52.5881,49.3488,51.3028,52.365,52.0084,52.6496,51.0565,49.7587,50.849,62.7692,51.997,52.9714,54.1434,50.6411,50.8087,49.8252,51.0352,52.087077
All over but the Shoutin',32.3423,32.6045,32.8915,34.1853,34.5506,32.7625,32.8529,32.5966,36.0992,33.059,32.2104,31.4268,34.4462,32.4614,37.6152,34.4913,32.751,32.6204,33.0799,32.5127,36.5961,37.5312,34.0242,33.0249,32.4062,35.3297,33.3546,33.5875,35.972,32.3291,33.72384
Oilers and Sweepers and Other Stories,59.409,60.8158,61.023,58.8682,59.421,56.9904,58.498,57.16,57.0011,59.7414,59.4455,57.9511,57.1002,58.7946,58.8526,61.078,61.4693,60.3321,61.6451,57.6595,60.4152,57.7809,57.3203,58.832,57.7544,58.5217,58.0187,58.8702,61.9629,59.2654,59.066587
The Emperor's New Mind,59.7804,61.9412,60.7869,68.391,59.9689,58.1095,61.8872,55.9126,56.3491,56.5564,78.9965,71.3884,60.0985,58.1912,56.7103,56.8981,58.7139,58.5401,57.4334,57.4844,56.5467,56.7888,58.354,58.0699,58.2404,59.5764,58.0976,58.8,57.0169,58.3635,59.79974
Touching Fire: Erotic Writings by Women,75.8665,78.2374,77.7162,74.9588,75.4492,73.9009,75.9453,75.1473,81.7038,80.6837,80.9432,79.4042,76.3696,74.6304,74.6711,76.4458,78.2197,77.1967,74.3849,76.6128,76.3573,74.4145,78.0077,81.3544,85.0045,83.1273,78.4099,82.0291,84.2737,88.3403,78.326873
Hill Rat: Blowing the Lid Off Congress,44.267,49.6802,41.5318,41.3443,42.5605,48.3248,42.7913,41.3365,43.1557,44.281,43.6084,43.9463,42.9183,41.528,41.4646,41.6734,43.1322,45.6945,46.4087,41.5393,41.3631,40.1668,40.081,40.2014,40.3821,41.1723,41.381,40.1724,40.0112,40.197,42.543837
Personality of the Cat,103.4384,102.0602,102.42,107.9199,100.6045,115.4969,109.43,99.9857,100.7817,101.8244,102.9102,101.8786,101.2803,102.403,100.8529,99.8034,104.5546,99.4539,100.9701,99.4092,100.8617,100.8042,98.9843,103.585,101.7843,100.8376,101.1863,106.4065,99.8323,101.6785,102.447953
