Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,33.8228,31.4017,30.7941,30.5429,30.5414,30.788,31.9203,30.7832,31.1762,31.0237,31.0674,30.5248,31.2194,31.6033,32.8042,32.513,31.0343,31.5012,32.2052,31.4169,31.2716,32.2947,34.467,31.1194,31.5227,31.1411,30.5144,31.6115,31.465,31.1056,31.506567
Journey Through Heartsongs,44.2323,43.6247,42.3925,42.3204,43.1719,43.7993,42.8387,43.534,43.4882,46.5419,50.6291,42.624,42.6659,41.5818,42.4176,43.2225,42.9681,42.677,43.5084,43.1881,43.2495,42.4442,43.4762,43.5046,43.6131,41.4151,41.2759,41.4903,41.5519,42.4842,43.197713
In Search of Melancholy Baby,18.9763,18.9005,18.754,18.3934,18.5218,18.6628,18.5445,18.6164,18.3536,18.3893,18.8401,18.8496,18.5702,19.6279,19.2106,20.9604,18.5786,19.0785,18.6935,18.2624,18.3216,18.4139,18.7248,18.4105,19.0654,18.311,18.6153,18.5769,18.5938,18.4179,18.741183
The Genesis of Ethics,31.6594,32.9779,32.3248,32.7958,32.8648,31.9266,30.8398,30.7716,31.4957,30.7515,30.9071,31.459,31.1129,30.8612,33.6304,36.0986,34.15,32.4659,30.7573,31.8877,30.8809,30.9554,31.1608,31.5849,31.4528,30.9113,31.1503,32.2767,30.7231,31.1038,31.797933
All over but the Shoutin',22.2585,20.0627,19.8531,20.0403,19.8377,19.607,20.2618,20.7515,19.8065,20.0486,20.1458,20.7115,20.3243,19.9867,19.9099,19.8882,20.4728,20.3162,20.2947,20.2894,20.7012,19.9563,20.1407,19.731,20.8909,20.8077,19.9563,20.158,19.7372,19.67,20.22055
Oilers and Sweepers and Other Stories,36.7761,35.962,39.0009,35.5948,36.4369,36.2091,36.9847,38.5085,38.1381,37.5638,39.3748,36.4506,36.6542,37.5412,36.9195,42.3234,36.3664,35.3632,39.3506,36.4138,36.8207,36.8884,38.1441,40.1605,38.098,37.1191,38.8948,36.5927,39.5444,35.4965,37.52306
The Emperor's New Mind,35.3138,35.1333,35.0129,34.7649,35.5598,35.4087,34.9948,35.4608,35.9403,35.1261,34.8135,36.0709,35.957,35.1342,35.024,35.2656,34.9301,35.2054,35.3618,36.071,34.8265,35.6932,34.6866,35.4326,37.3701,35.5652,36.1233,35.2307,37.8018,35.2812,35.485337
Touching Fire: Erotic Writings by Women,50.1731,49.7088,49.4312,48.599,47.1105,48.1851,47.5098,47.9276,49.832,49.2534,47.3163,50.1982,49.204,47.4881,50.0775,46.7494,48.5227,47.5381,47.5835,47.4441,51.1051,48.4466,47.2354,48.6298,46.5267,46.1438,50.1692,49.3915,49.121,46.7935,48.447167
Hill Rat: Blowing the Lid Off Congress,25.81,25.2925,26.333,26.2377,25.7176,25.2496,26.3968,25.5067,25.4072,25.5646,26.6942,26.4897,25.6063,25.0884,29.1791,25.5296,26.2723,25.6133,25.3974,25.3847,25.6831,25.4665,27.5923,26.1879,25.998,25.8999,25.8074,25.4662,25.2075,27.7108,25.99301
Personality of the Cat,63.2055,63.4499,63.3577,64.7976,67.2139,67.1165,64.1247,68.0403,63.514,64.7135,63.133,62.9524,63.2293,63.3657,62.5132,67.7699,64.9515,63.7985,63.51,66.2505,63.271,63.2906,63.6789,63.9597,62.5833,64.137,66.3,63.5975,62.6807,64.8823,64.312953
Best New American Voices 2003,26.4403,26.3143,29.0695,25.7875,25.3099,25.9996,26.8134,26.5398,25.6588,26.4485,27.6688,25.5288,25.6,26.2126,25.2995,25.6983,27.211,25.5767,25.6979,27.4522,25.3678,25.7469,25.3394,25.4763,25.496,26.0202,25.3541,26.8148,25.9139,25.4255,26.10941
Jackie by Josie: A Novel,36.4499,36.3231,37.6815,36.8194,39.8214,39.3688,37.7742,46.6132,38.6283,37.3022,38.9516,40.8987,44.2165,44.6801,39.0009,39.8964,42.6845,43.5695,46.1637,40.182,43.0642,44.9255,41.4574,39.4294,40.7211,41.3147,41.7556,39.1651,39.6935,37.5543,40.53689
Majorca: Culture and Life,53.0156,52.0298,48.4763,52.9345,59.4651,52.852,54.9505,47.6113,48.7907,50.9902,46.7832,51.8893,46.2034,49.2745,46.942,47.2285,48.071,49.6921,47.5019,48.0095,47.7337,48.4643,50.4029,48.8425,48.7867,47.5389,47.3779,47.5324,50.8836,48.1597,49.614467
The Universe of Galaxies,33.201,34.9011,34.7721,33.9225,35.5415,33.7695,33.6542,32.9348,33.8654,34.0128,35.2168,36.8327,34.7776,33.7545,34.3653,34.329,33.5699,34.3209,35.9048,36.96,38.0054,38.9159,34.8778,34.1401,34.6495,38.3619,36.3179,35.0662,33.3853,33.6547,34.932703
Healing Benefits of Garlic,44.7253,45.5357,44.8308,47.5983,55.7471,53.6074,44.7614,46.2354,43.085,43.4418,42.6211,43.5658,42.2105,42.9049,43.8322,42.3975,43.5395,43.1746,43.0862,42.3013,42.0734,42.3119,42.6244,44.5447,45.9308,43.9326,42.9905,43.0811,42.6341,43.0136,44.411297
George Meany And His Times: A Biography,37.405,36.1774,37.8798,38.2439,36.9244,41.1167,36.0179,36.7141,37.2579,36.5803,38.6525,36.9655,36.3205,37.8236,39.2687,37.3698,37.2101,36.309,36.9496,36.9934,38.9724,36.5981,37.334,36.2462,36.1353,36.7546,37.4624,36.3161,36.3379,37.3534,37.25635
American Dreams: Lost & Found,49.0056,49.2549,48.7995,48.6912,48.8417,49.523,49.2457,49.0227,50.3938,49.6415,52.7455,49.9374,49.1988,48.4259,48.67,49.1819,50.445,48.5935,48.6413,48.7168,49.1993,49.7358,49.1291,51.6214,49.2088,49.5654,51.5653,50.2071,53.4409,54.0881,49.824563
"Love, Love, and Love",36.7419,38.7071,36.6652,36.3365,35.7641,35.7227,36.9633,36.0887,36.0613,36.7023,36.6009,36.0531,37.0654,36.2816,40.0774,37.3412,35.3783,36.9614,37.7246,37.0789,34.7772,34.2453,34.3891,33.7835,34.2548,34.2748,33.45,34.7445,34.0856,34.6891,35.966993
Henry VIII (English Monarchs Series),32.1378,31.5198,31.8685,31.5196,31.8093,31.5936,32.3705,31.7992,31.3908,32.2422,31.7671,32.9687,33.4975,32.8313,32.4927,32.1607,33.2967,32.394,31.7883,32.6769,31.9822,31.9722,32.1288,31.6939,31.5802,31.905,31.1356,33.7215,32.131,33.4296,32.193507
The Moral Intelligence of Children,27.6596,27.1749,27.1542,27.0806,27.124,27.6724,27.5418,27.41,27.1845,27.2218,27.5412,27.6924,27.9422,27.1573,27.3704,28.941,31.2848,27.1982,28.6425,27.0758,27.6783,27.7577,31.5598,26.881,27.2996,27.2534,27.1515,27.7586,27.3888,27.085,27.729443
