Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,19.0606,18.5254,18.2473,18.4802,18.1149,18.2101,18.9359,19.1739,19.2258,18.3367,18.007,18.6576,19.1077,19.167,18.5518,18.2813,18.4741,19.8297,18.5526,20.715,18.2294,18.2091,18.2507,18.3799,18.4535,18.5187,19.1765,19.7614,19.6819,18.3772,18.75643
Journey Through Heartsongs,25.6649,24.3355,26.1487,27.3649,30.4501,28.0495,25.7385,25.3293,25.2665,25.1177,24.9182,27.9552,26.9989,26.0983,27.7778,24.9939,25.6014,24.9131,25.3533,24.5501,25.0383,24.7102,24.9699,24.8218,24.4821,24.7983,24.7164,25.4945,34.2031,28.5715,26.14773
In Search of Melancholy Baby,11.4679,10.9766,11.2072,14.6619,12.3899,11.5015,10.9719,13.0887,12.1971,11.2554,11.0108,11.3517,11.1574,10.9712,11.0441,11.9584,11.3099,12.3436,11.2195,13.1366,12.5616,11.4715,11.0105,10.9439,11.1002,10.9708,12.0217,11.0525,10.9344,17.6702,11.831953
The Genesis of Ethics,18.5095,17.902,17.9713,18.4747,20.2813,17.8414,17.8182,17.6934,17.8409,17.8119,23.6961,17.9218,18.4131,17.8888,17.9455,18.1864,18.1621,18.3581,19.2725,18.1862,17.8589,19.6407,18.1086,18.3366,19.0104,18.6147,17.9204,17.8216,17.8054,18.3346,18.454237
All over but the Shoutin',13.0043,11.963,11.8645,11.8935,13.7099,12.0828,11.8062,11.7648,11.6257,11.9082,12.8222,13.9395,14.0123,11.7385,11.8769,11.8507,11.9308,11.7886,11.7991,11.9034,11.9252,14.7883,12.209,11.6788,11.9696,11.8059,11.7117,11.6585,12.862,11.8331,12.257567
Oilers and Sweepers and Other Stories,23.676,22.0205,21.5096,21.5144,21.512,21.8825,21.1849,21.3554,21.3217,25.1349,22.1804,21.5409,21.7155,21.7726,22.3601,24.3913,21.7659,22.0672,21.7627,22.073,21.6914,21.4252,22.6406,21.5684,24.7426,22.4227,21.8545,23.4826,21.6556,21.7483,22.199113
The Emperor's New Mind,21.0298,21.9007,20.8729,20.2544,20.4215,20.1976,25.5191,25.4473,20.8989,20.3992,20.4928,20.9919,20.4681,21.0293,20.4763,20.8813,21.1077,20.7435,20.3454,20.6697,20.3448,20.5676,25.7644,20.3924,20.6293,21.7408,21.2242,20.8372,20.6559,21.5515,21.26185
Touching Fire: Erotic Writings by Women,27.732,29.3993,29.1803,29.8929,27.8336,27.7183,32.8597,31.7641,28.6533,29.3763,28.7827,28.7402,27.716,32.7759,31.4259,28.5097,27.9594,27.8309,28.7141,28.158,28.238,28.2462,31.567,28.171,28.4195,28.8366,27.8853,29.3501,28.6496,28.3925,29.092613
Hill Rat: Blowing the Lid Off Congress,16.1834,15.2786,14.9737,15.2199,15.5055,15.1532,15.1118,15.2647,16.2191,15.6786,15.3629,15.3306,15.2717,15.3681,16.4372,15.0197,15.0826,18.6246,15.1589,15.1983,15.1973,15.7357,19.7115,15.6078,17.5485,15.6193,16.4449,15.4116,17.1989,15.4417,15.845343
Personality of the Cat,38.0288,39.4205,38.3032,37.5575,38.3117,44.5653,38.0246,37.716,37.9957,39.455,36.9197,36.9623,37.1607,37.9246,37.7956,37.0764,37.7374,40.1719,37.5776,38.2522,37.0425,37.1666,38.7561,38.5335,40.5308,37.4971,41.5211,37.0112,37.3648,39.4784,38.395293
