Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,19.1826,31.0734,33.5448,28.7005,19.9502,19.8632,19.8898,19.9102,19.891,20.1837,20.2066,26.3826,23.3581,19.9194,19.0735,22.6856,35.509,35.7411,34.9288,16.0843,18.3622,20.1051,23.3532,19.8677,20.0542,19.9572,19.4192,20.212,19.4806,20.0305,22.897343
Journey Through Heartsongs,18.1979,18.2734,19.4524,17.5777,17.8955,17.8626,17.8321,17.8415,17.8659,17.9611,18.0466,18.2376,18.1304,17.9733,17.9512,17.8254,17.9365,17.8681,18.0098,17.8848,17.9151,17.9405,17.9491,17.9773,17.8846,17.8903,17.9098,17.9204,17.931,17.8888,17.994357
In Search of Melancholy Baby,17.6232,17.7873,17.7678,18.3045,17.7559,28.1326,31.9107,31.1824,31.2746,30.7897,29.6778,29.8571,29.7958,29.8368,28.8094,29.1421,30.3184,30.5016,28.7946,20.877,17.4078,18.0125,18.0634,18.6653,18.2107,20.8358,29.9433,29.881,30.2126,30.393,25.392157
The Genesis of Ethics,18.1696,18.1515,18.156,21.6629,31.7648,31.0927,31.0925,31.1482,32.0479,32.014,32.0619,32.0733,32.0046,22.6972,17.8298,17.887,17.9551,18.0989,19.9336,17.8298,18.1345,17.8364,17.8489,17.852,27.6837,29.6787,29.7196,29.5813,29.7489,29.8025,24.718593
All over but the Shoutin',19.8459,20.1103,20.0622,19.7377,19.7626,19.933,19.7985,19.7579,19.7593,19.7566,19.8911,19.7147,19.7342,19.7353,19.9136,19.7848,19.7652,19.7702,19.7873,19.78,19.8183,19.7381,19.7835,19.8426,19.758,19.717,19.8596,19.723,19.695,20.0154,19.811697
Oilers and Sweepers and Other Stories,18.5878,18.5816,20.1452,18.6321,18.5572,18.5723,18.6798,18.6802,18.7467,19.1629,18.5746,18.5881,18.6914,18.5145,18.5345,20.888,18.7044,18.5285,18.6947,18.6227,17.2416,18.6132,18.6182,18.537,18.8042,18.6475,18.5818,18.5497,18.5855,18.6001,18.715533
The Emperor's New Mind,19.3674,19.3514,19.4158,19.3792,19.4883,19.4141,19.3345,19.2539,19.3155,19.3346,19.3299,19.4099,19.3475,19.4241,19.4085,19.3192,19.4669,19.4626,19.3337,19.4049,19.416,19.4151,19.4262,19.4252,19.3805,19.4246,19.4016,19.44,19.7284,19.4461,19.402187
Touching Fire: Erotic Writings by Women,19.4488,19.4676,19.4417,19.4209,19.4286,19.4537,19.4872,19.0884,19.3481,19.4773,19.386,19.4543,19.5148,19.306,19.4798,19.3983,18.8533,19.3547,19.4136,19.4178,19.4077,19.3748,19.4502,19.4466,19.4371,19.5772,19.497,19.4606,19.5036,19.4035,19.40664
Hill Rat: Blowing the Lid Off Congress,19.8839,19.897,20.2614,19.898,19.9819,24.7563,28.1935,33.253,33.2055,33.0711,32.7899,32.5356,32.9656,27.7119,20.2046,21.0632,21.6631,19.9645,19.6303,19.6763,19.5624,19.616,19.5297,19.4925,19.9841,21.6302,21.6849,21.7329,21.5219,19.9276,23.509627
Personality of the Cat,17.0033,18.5902,15.7688,18.7464,18.9569,15.572,18.3402,19.456,19.174,19.1795,19.513,18.0023,18.1634,18.1674,18.7545,18.2723,18.166,19.4472,18.7845,18.5423,19.075,18.4177,18.7084,19.2594,19.4324,19.0967,17.886,25.9877,18.2441,19.0321,18.724657
Best New American Voices 2003,20.1501,19.3655,23.181,21.4284,18.4803,19.6486,19.8316,19.4152,18.874,19.7753,19.8502,18.4574,19.5387,19.2946,18.359,18.7683,20.1199,20.7995,19.1734,19.1006,20.4814,20.6939,20.8299,20.7718,20.7332,20.8752,20.771,18.8897,20.8717,18.5576,19.9029
Jackie by Josie: A Novel,17.3532,17.576,16.7753,18.2327,18.0456,17.3942,15.6347,19.7956,14.8917,18.0795,18.5716,18.4429,17.9543,17.9835,18.0569,18.1039,17.3691,17.1905,17.2211,17.3581,17.3853,17.3999,17.3328,18.5855,17.5832,17.5178,17.4241,17.4557,17.6373,17.6782,17.601007
Majorca: Culture and Life,18.5097,18.5961,18.5185,18.4598,18.4823,18.3835,18.4621,18.4529,18.4879,18.4275,18.8585,20.1007,18.5297,18.3644,18.3314,18.3791,18.41,18.3288,18.3554,18.3896,18.3976,18.3751,21.7554,30.7013,30.4659,30.3915,30.5059,30.5147,30.5103,30.6636,21.436973
The Universe of Galaxies,18.1653,18.187,18.4035,18.7067,18.3573,18.34,18.3792,18.4009,18.2198,18.2415,18.2076,18.733,18.3468,19.9295,22.5625,18.2669,18.4205,18.3213,18.3646,18.3479,18.4503,18.4664,18.5042,18.5867,18.4374,18.4892,18.474,18.4087,18.394,18.5091,18.587393
Healing Benefits of Garlic,17.7837,17.9076,17.8891,17.8115,17.8271,17.876,17.8564,17.8211,17.8075,17.838,17.9108,18.1731,17.907,17.8995,17.8881,17.8215,17.8193,17.846,17.7197,17.8367,17.8931,18.0735,17.8934,17.8582,17.7815,17.8431,17.8258,17.7853,17.7836,17.7228,17.856667
George Meany And His Times: A Biography,18.0792,18.0793,18.097,18.0492,18.3787,18.0363,18.0776,18.0578,18.0244,18.034,18.0215,18.1445,17.9115,17.9085,17.9557,17.9502,17.9905,17.9869,17.9627,18.0558,17.9443,17.9434,18.1325,17.9811,18.0527,18.0275,17.973,17.9318,17.9821,17.9812,18.02503
American Dreams: Lost & Found,17.7138,17.7033,17.7259,17.7103,17.9961,18.4893,18.0591,18.0457,18.0799,17.9992,18.0697,18.0238,18.0149,18.0206,18.029,17.9805,18.0092,17.9832,17.9476,18.0176,17.9556,17.9971,17.955,17.9374,17.9475,18.0119,17.9812,17.9419,18.2271,18.0447,17.98727
"Love, Love, and Love",16.4546,16.5132,16.4181,16.4446,16.4809,16.4722,16.5166,16.4679,16.4623,16.3949,16.4639,16.4371,16.5732,16.4315,17.3902,27.0698,27.2635,27.2845,27.2705,27.3206,27.3847,27.3706,27.4636,18.9404,16.5442,16.4552,16.4542,16.643,16.5365,16.4781,19.48002
Henry VIII (English Monarchs Series),18.9394,18.959,19.0348,18.8996,18.8348,18.9027,19.1546,18.9335,18.8607,18.947,19.042,18.918,18.9562,18.8414,18.9402,18.9558,19.0099,19.0532,19.2154,18.9738,19.0348,18.9366,18.885,18.9571,19.0666,19.1037,18.994,18.8931,18.8607,18.9085,18.96707
The Moral Intelligence of Children,17.9818,18.9252,18.7138,18.6579,18.8476,18.6509,18.4878,18.5434,18.5378,18.5026,18.8472,18.5089,18.5274,18.5905,18.6552,18.606,18.5608,18.6127,18.6213,18.6658,18.5836,18.6684,18.5938,18.6306,18.6607,18.5425,18.5982,18.5545,18.6284,21.9497,18.715167
