Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,44.3037,30.6331,29.4625,29.1036,29.1602,29.3781,29.2166,29.1378,29.2013,29.1497,29.1641,29.1922,29.322,29.2948,29.2052,29.1308,29.1529,29.2186,29.1456,29.0998,29.1763,46.489,49.9205,30.1233,31.5003,29.5217,29.5361,26.4952,29.8361,29.3542,31.08751
Journey Through Heartsongs,27.0428,28.1205,27.5104,27.4291,27.3585,27.3944,27.3788,27.3552,27.6265,27.3499,27.2322,27.1995,27.2142,27.1982,26.8828,27.408,27.2143,27.2809,27.2509,27.1301,27.5711,27.2741,27.1981,27.1637,27.2317,27.3726,27.4799,27.9234,27.2282,27.5878,27.353593
In Search of Melancholy Baby,28.4134,28.3406,27.7246,28.5321,28.5424,28.4414,29.3594,28.637,28.3719,28.2963,28.0781,28.234,28.1223,28.1562,28.0991,28.1312,28.1277,28.1974,27.9093,28.008,28.394,28.0593,28.0075,27.97,27.966,28.0141,27.9876,27.9986,27.9571,28.0515,28.20427
The Genesis of Ethics,31.8728,29.9438,28.6616,28.5849,28.0462,28.3374,27.3281,26.6639,32.1378,33.7796,37.0012,43.3511,29.8967,36.8615,56.8001,56.4178,56.0626,41.6163,29.4821,29.2357,28.6374,28.5088,28.3814,28.406,38.308,35.9444,28.9872,28.1255,28.3575,28.3209,33.801943
All over but the Shoutin',35.0448,52.3779,52.8166,52.3832,52.4326,52.3325,37.8854,29.9243,29.5336,29.3967,29.4006,29.3372,29.1594,32.7833,34.8748,29.8139,39.1206,53.289,53.0157,43.1082,49.1276,29.1928,28.1349,28.1143,28.9958,29.0414,29.0961,28.992,29.0013,29.0559,36.892747
Oilers and Sweepers and Other Stories,27.2497,27.3831,27.4631,27.2545,27.2287,27.2247,27.2207,27.3489,27.3224,27.3195,27.3301,27.8797,29.537,27.4018,27.3059,27.2906,27.3226,27.2584,47.1546,49.1036,48.1731,46.6719,46.8484,46.7353,32.1692,41.9277,46.7829,38.6706,28.464,28.3594,33.18007
The Emperor's New Mind,30.5879,30.4643,44.1355,30.7567,30.5555,37.1869,37.5974,30.0921,29.9563,30.0415,30.07,29.9928,30.1675,30.245,29.9303,29.5825,30.2483,33.0912,30.3116,32.1734,29.4911,32.7251,31.6907,30.6394,30.7146,30.4676,30.1788,30.1682,30.1297,30.3513,31.458107
Touching Fire: Erotic Writings by Women,28.1147,28.7959,28.2843,28.349,28.3147,28.2613,28.3955,31.5793,32.671,28.1444,28.2305,28.1308,28.033,28.2405,28.2829,28.3515,28.3363,28.2414,28.3354,28.4933,28.4009,28.4881,29.4688,28.275,28.2995,28.3544,30.4806,36.1342,29.387,28.1432,28.967247
Hill Rat: Blowing the Lid Off Congress,31.2191,31.4522,31.1836,31.2477,31.2144,31.4142,31.3319,31.336,31.5736,31.6181,31.5109,31.3643,31.2623,31.2497,31.7753,31.2834,31.2561,31.3118,31.2909,31.4429,31.4786,31.6984,31.3633,31.4214,31.1901,31.2436,31.4636,42.5027,35.7914,31.1264,31.887263
Personality of the Cat,27.9927,27.8734,27.8433,27.8573,27.8187,27.7747,27.9562,27.9366,27.9488,27.9356,27.9483,27.9497,27.9105,27.9372,28.0031,28.1076,28.1449,28.0351,27.9756,28.1029,28.0021,27.9249,28.0147,28.0325,28.14,28.16,28.0173,28.1587,27.9799,27.9945,27.98256
