Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,11.1008,11.5175,12.6124,11.4228,11.1352,12.5267,12.896,12.8877,12.7877,12.7779,12.7702,12.7837,12.8342,12.7687,12.9428,12.8598,12.8313,12.8033,12.7803,12.7731,12.9187,12.8082,12.8304,12.7463,12.7673,13.1816,12.8545,12.9089,12.7442,12.7601,12.611077
Journey Through Heartsongs,12.0017,12.0475,11.9097,11.9537,12.0039,11.9974,11.8527,10.5178,12.4513,11.8868,10.73,12.0184,11.9514,11.9908,11.9336,11.9427,11.9579,11.9995,11.9591,12.0386,11.9192,12.053,11.8869,11.9305,11.9019,11.916,11.8301,11.9166,12.2879,11.518,11.87682
In Search of Melancholy Baby,13.3897,12.4137,12.4539,12.8119,9.9528,12.6617,12.5279,11.9685,11.8185,12.5244,12.4963,12.4336,12.429,12.4918,11.9569,11.858,11.3359,12.2961,12.5547,12.312,12.427,12.2499,12.2488,12.1954,12.1952,12.2612,12.3899,12.4799,12.4328,12.6158,12.272773
The Genesis of Ethics,11.8957,12.3288,11.8783,12.28,12.2585,12.3049,12.2469,12.2319,12.2103,12.2162,12.2099,12.1997,12.3345,12.21,12.1821,12.2596,12.2356,12.3788,15.5863,19.9676,20.3412,20.5424,20.5864,20.591,20.5522,20.5928,20.5126,20.4895,20.52,19.6748,15.327283
All over but the Shoutin',12.3798,12.4527,12.8352,11.9705,12.7589,12.7206,12.9081,12.7911,12.7728,12.7587,12.7812,12.8211,12.7397,12.7265,12.7032,12.754,13.1551,12.742,12.793,12.7891,12.8097,12.7391,12.7231,12.7304,12.7767,11.5321,12.3257,12.9442,11.9617,12.3117,12.640257
Oilers and Sweepers and Other Stories,12.192,11.705,11.6892,12.327,12.221,12.2581,12.2319,12.2848,12.2407,12.2248,12.2658,12.2343,12.2878,12.2169,12.2408,12.2635,12.3548,12.227,12.2499,12.2556,12.251,12.2244,12.1564,12.1424,12.1839,12.1681,12.1538,12.1052,12.1626,12.1942,12.19043
The Emperor's New Mind,11.312,12.2003,12.4148,12.2959,12.0754,12.6905,12.7208,12.6785,12.6733,12.7697,12.7432,12.6651,12.6521,12.6426,12.7009,12.6821,12.7365,12.7017,12.6834,12.6666,12.6325,12.6857,12.6931,12.6705,12.6925,12.6993,12.6191,12.5562,12.5921,12.6103,12.57189
Touching Fire: Erotic Writings by Women,12.6397,12.7151,12.6203,12.699,14.3414,11.3065,12.3682,12.1548,11.446,12.3351,12.0584,12.1068,12.8716,11.7336,12.0831,12.2249,12.7677,12.9385,12.7856,12.6811,12.6199,12.661,12.6371,12.6439,12.8265,12.6576,12.6477,12.6369,12.5919,12.646,12.514863
Hill Rat: Blowing the Lid Off Congress,12.9203,12.9155,12.8721,12.8093,12.6734,12.7676,11.7936,12.7317,12.4794,12.3648,13.0168,12.9295,12.9378,12.8972,12.9534,13.0024,13.0186,12.7255,12.9328,12.8946,12.9051,12.8538,12.9485,12.9251,13.14,12.8957,12.9011,11.8224,12.8622,12.868,12.79194
Personality of the Cat,12.2239,12.2283,12.2095,12.1283,12.1462,12.2002,12.0086,9.9483,12.3681,11.9703,12.4234,12.3634,12.3326,12.4031,12.2898,12.3372,12.3299,12.3875,12.3217,12.2587,12.2301,12.2688,12.2924,12.2835,12.2549,12.2646,12.2201,12.2807,12.2262,12.2225,12.18076
