Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,31.0108,35.9552,33.361,33.5642,30.8199,36.3218,32.2011,34.5207,31.7326,31.8764,31.6557,31.7998,31.8074,32.0477,32.2852,39.0727,31.6696,31.459,31.3772,31.4581,31.3864,31.3235,31.3745,31.4489,31.4933,31.4613,30.8139,31.1246,31.4973,31.775,32.32316
Journey Through Heartsongs,29.997,29.9622,30.1616,30.0479,30.3602,29.9492,30.4143,30.1641,30.6956,30.0682,30.2062,30.0892,30.1219,30.2549,30.2083,30.221,30.1879,30.0729,30.0852,30.0713,30.0933,30.1169,30.2149,30.202,30.1259,30.3254,30.1732,30.2999,29.4373,29.97,30.143263
In Search of Melancholy Baby,31.3222,31.4166,31.2152,31.1567,31.0575,31.2904,31.0743,31.05,31.1019,30.9744,46.7106,52.464,52.5949,52.6954,45.9417,31.4484,31.3087,31.1502,31.2022,31.0097,30.9813,31.0407,31.0492,30.9304,31.0356,31.228,31.2585,31.3462,31.1752,31.1377,34.31226
The Genesis of Ethics,30.237,30.0432,30.0548,30.1632,29.9637,30.0376,29.9728,30.0482,28.7662,30.1752,30.3261,30.5304,30.1523,30.0708,29.8594,29.841,29.8088,29.9367,29.8544,29.8488,29.8157,28.664,29.844,29.971,29.8269,29.9599,29.8281,30.2615,29.9646,29.9771,29.92678
All over but the Shoutin',30.7936,31.2758,37.5071,36.0143,31.7231,31.6651,27.7366,31.5275,31.4725,31.4791,28.8725,30.6038,30.7108,31.0245,30.4908,31.173,31.1114,31.1609,31.0344,31.0758,31.1944,30.2733,31.2228,31.1562,31.0303,31.1119,31.2948,31.3715,31.2237,30.919,31.30835
Oilers and Sweepers and Other Stories,29.6305,29.6101,29.5982,29.8211,30.5654,30.5619,30.8453,32.5357,30.6288,30.1875,29.4529,29.494,29.4222,29.3814,29.4735,29.4509,29.4979,29.3903,29.928,29.4789,28.8983,29.5321,29.5891,30.0455,31.1334,29.4321,29.3469,29.3886,29.5059,29.4338,29.842007
The Emperor's New Mind,31.3367,31.774,31.8135,31.5527,31.457,31.6452,31.559,31.4318,26.8167,31.6909,31.4427,31.2488,31.1853,33.1562,32.9066,31.427,31.2803,31.3979,34.2276,31.8171,31.6735,31.5704,31.472,31.4691,31.4248,31.4435,31.5262,31.4644,31.4543,31.4028,31.5356
Touching Fire: Erotic Writings by Women,30.8471,30.814,30.7853,30.8621,30.7372,30.6844,30.8249,30.7986,30.7878,31.555,31.0728,30.9052,30.8677,30.8947,31.1161,30.772,30.7777,30.8504,30.6533,30.7439,30.824,30.724,30.7592,31.1423,30.7157,30.8016,30.7096,30.8068,32.5828,50.1038,31.550667
Hill Rat: Blowing the Lid Off Congress,56.7967,55.9808,33.6586,33.6989,33.8324,33.6786,33.7023,33.8035,33.618,33.4859,33.5101,33.5365,33.6863,33.5982,33.8418,33.5511,33.4726,33.7572,33.5196,33.553,33.5943,33.6846,33.5933,33.7493,33.8315,33.1172,33.8967,33.8368,33.7666,33.8173,35.172323
Personality of the Cat,30.1344,30.7185,30.0935,30.1833,30.0882,30.0195,30.0967,30.0586,30.1015,30.16,29.9737,30.0627,30.1187,30.1282,30.1353,30.1105,30.1281,30.0909,30.1627,30.1079,30.1409,30.0555,30.0726,30.021,30.0497,31.4745,30.0632,30.1528,30.1484,30.1362,30.166257
Best New American Voices 2003,29.9203,29.4291,29.4435,29.4287,29.4873,29.4975,29.6809,29.5194,29.6845,29.7712,31.6516,29.4918,29.5973,29.5581,29.6339,29.6863,29.768,30.0815,29.7595,29.1948,29.0142,30.9779,30.7837,30.7257,30.6492,30.6134,29.8997,29.5549,29.5734,29.4749,29.85174
Jackie by Josie: A Novel,29.491,29.4529,29.3555,29.4457,29.4138,29.4313,29.3465,29.3126,29.3701,29.3413,29.2972,29.466,29.5153,29.4788,29.7359,29.4857,29.4266,29.4974,28.9776,29.8104,29.6394,29.5866,29.6674,29.9516,29.5357,30.0584,29.375,29.3548,29.3029,29.3189,29.48141
Majorca: Culture and Life,30.7937,31.1107,31.0443,30.9041,30.9629,31.0481,31.1111,30.9653,30.9306,30.9769,30.9995,30.973,31.013,30.956,30.975,30.9209,30.8812,30.8947,30.8761,30.7652,30.9278,30.8985,30.9419,30.8964,31.6785,39.2942,30.7816,30.6765,30.7213,30.8522,31.225707
The Universe of Galaxies,30.1591,30.0756,29.9733,29.9843,30.057,30.1309,31.8468,32.3963,32.3776,29.6948,30.123,30.0131,30.0815,29.4843,30.127,38.844,50.3231,50.6306,50.5167,50.9089,33.3815,30.2643,30.1586,30.1092,30.1573,30.1363,30.014,30.0796,30.1325,30.4608,33.4214
Healing Benefits of Garlic,33.1234,30.6002,30.5488,30.3909,30.4183,30.4925,30.2809,30.2905,30.1599,30.1855,30.1752,30.2194,30.2043,30.3532,30.2552,30.309,30.2472,31.6392,35.9784,35.4041,40.4034,33.6038,31.0438,31.7089,32.3682,32.1919,31.6111,32.2086,33.0904,30.9478,31.6818
George Meany And His Times: A Biography,30.221,31.5244,31.2065,31.0092,31.322,32.1397,31.799,35.6098,32.027,32.9017,33.4043,33.6527,33.7461,32.7678,32.2375,32.6461,33.0255,33.128,33.1302,33.5911,33.3161,41.111,33.2635,32.697,32.8844,39.0853,36.8455,33.6302,35.6452,34.4818,33.46832
American Dreams: Lost & Found,31.1885,31.2438,32.6938,33.1716,30.8344,42.0885,46.6391,49.3925,49.6946,49.5067,31.7951,31.5699,30.4841,30.5583,29.1937,32.3633,31.6206,29.379,30.7457,29.3568,29.2424,29.4056,29.1899,29.1578,29.4527,29.082,32.1621,29.9672,29.4632,29.5448,33.33959
"Love, Love, and Love",27.2103,27.449,27.226,27.151,27.1633,27.1563,27.1033,27.1105,26.9845,27.0093,27.0313,27.025,27.305,26.9936,27.1161,27.0841,27.0455,27.1945,27.3004,27.2881,27.2023,27.3821,27.2302,27.2044,27.2798,27.2093,27.2211,27.1833,27.2862,27.3459,27.183057
Henry VIII (English Monarchs Series),31.8073,31.6259,31.306,31.2938,31.4959,31.4253,31.4445,31.3729,31.3899,31.7684,31.4491,31.4899,31.363,31.2915,31.4312,31.5038,31.6327,31.7178,31.5186,31.8694,31.5259,31.4555,31.5193,31.4347,31.485,31.5522,31.4441,31.47,31.99,31.6166,31.523007
The Moral Intelligence of Children,31.4761,40.2476,51.8295,52.1901,52.2191,51.6443,31.4907,31.5741,31.3818,31.3604,31.406,31.3985,31.5795,31.6063,31.849,31.6323,31.5137,31.9379,31.3716,31.368,31.3583,31.362,32.443,31.6503,31.6401,31.4229,31.5161,31.3843,31.5643,31.7633,34.572703
Cook Healthy: Cook Quick,29.5335,29.4985,29.5191,29.5514,29.6402,29.4767,29.3969,29.5613,29.5046,29.5427,30.6227,31.6495,31.1945,27.0653,29.2814,29.1971,29.3041,29.1137,30.7575,29.2377,29.2689,29.1079,29.0902,29.083,30.3715,29.0544,29.2103,29.1665,29.1556,29.0779,29.50782
Sunset at Rosalie: A Novel,30.1175,29.9778,29.9148,29.784,29.8594,29.8153,30.1893,29.9438,29.9985,30.0009,29.9234,30.0225,30.1715,29.9022,29.7877,29.8931,28.8466,29.8665,29.8988,29.9557,29.8948,30.1479,30.1058,29.7938,29.7743,29.8099,29.9214,30.7145,30.955,30.8458,29.994417
Proverbs For The People,47.7328,30.7629,30.6409,30.5897,30.477,30.4211,30.3126,30.2875,30.0219,30.1224,30.1989,30.1107,29.7849,30.1837,30.1741,30.1246,30.1355,30.1434,30.155,30.1965,30.2769,30.3022,30.3024,30.2054,30.1517,30.2874,30.2801,30.3019,30.2853,30.2221,30.839717
Great American Countryside,28.7174,28.5211,28.4259,28.5817,28.3222,28.4209,28.5007,31.2799,33.445,32.3974,28.6618,28.1482,32.6393,31.0886,29.4181,29.1422,28.8109,28.8696,28.9283,28.8708,28.8752,28.8965,28.784,28.819,28.2448,28.8404,28.8521,28.8258,28.8704,28.9981,29.306543
Rob Whitlock: A Pioneer Boy in Old Ohio,32.4658,32.6073,32.0153,32.0873,31.9545,31.9555,32.5887,32.3844,32.6677,32.245,32.9139,32.4569,32.6181,32.3995,32.3274,31.3947,32.6237,32.4932,32.4725,32.5705,32.4514,39.4374,53.3304,36.2035,33.2739,33.2029,32.7933,32.2271,32.2799,32.1534,33.486503
British Hospitals (Britain in Pictures),31.1932,31.1231,31.1392,31.0284,31.1841,31.1082,31.3729,31.3482,31.2345,31.8177,31.3753,31.2339,31.2984,31.3757,31.3066,31.3497,31.4439,31.3321,31.3142,31.4801,31.2538,31.277,31.2792,31.2645,31.296,32.8449,31.2266,30.9779,31.2314,31.0446,31.325177
The Practical Stylist,30.5259,30.727,31.8812,30.9345,30.8032,30.7759,30.9888,30.8325,30.7603,30.7387,30.7292,30.7806,30.9101,30.8021,30.7031,30.6958,30.7941,30.9977,30.771,30.78,32.2078,30.742,30.8103,30.7602,30.6076,30.6448,30.9678,30.6397,30.6288,30.682,30.85409
Civilization III: Instruction Manual,30.0981,30.1156,30.0958,30.0829,30.2076,30.2185,29.9429,29.7486,29.9101,31.5478,30.2504,30.1631,30.0942,29.9943,30.0614,31.0897,31.1223,31.0165,31.237,31.3683,30.9292,29.9898,30.0034,29.9963,30.0301,29.9065,29.8651,29.8567,29.2323,29.993,30.27225
Elvis in the Morning,31.4029,31.5901,31.0806,30.9724,31.1,31.0151,30.9303,30.9824,30.9618,30.8316,31.1399,31.1211,31.0353,31.0149,30.9676,30.8593,31.0451,30.9611,30.883,30.8522,30.8994,31.0039,30.9127,30.9808,30.8191,30.7259,30.7354,30.9597,30.702,30.7723,30.975263
Future Space: Beyond Earth,29.7372,29.7329,29.7627,29.7578,29.5384,29.6884,29.7965,29.6807,29.7892,29.8251,29.6245,29.6569,29.8045,29.9499,29.6184,29.6851,29.6653,29.7141,30.0339,29.8374,29.8473,29.7981,29.7441,29.842,29.7394,29.6938,29.6861,29.8004,29.7328,30.1674,29.76501
"The young Jefferson, 1743-1789,",32.5966,32.4993,32.5208,32.4677,32.588,32.4143,32.473,32.5412,32.6086,32.9942,33.9744,33.8709,33.7954,33.8338,33.6306,32.6184,32.52,32.5101,33.8179,32.3292,32.0651,31.9768,31.9473,32.1596,31.9873,32.0222,32.0985,31.9919,31.96,32.0376,32.628357
The Quotable Ronald Reagan,30.7211,31.6833,32.31,41.4868,33.5374,39.1775,32.0607,33.5652,33.5639,33.6406,32.8754,31.0037,32.4129,33.2719,32.2677,32.9438,34.6526,31.7331,30.8787,33.068,32.7593,34.44,31.9198,32.6524,28.9444,29.4944,33.5083,32.0667,48.7236,59.5272,34.363013
"Rooster crows for day,",62.0141,52.4332,43.7078,43.7676,56.1181,55.0906,62.3406,61.7766,62.7786,62.3876,60.3722,62.5719,51.0003,63.6006,59.2218,56.7952,53.7516,54.1112,54.1119,54.4133,34.6821,54.7892,39.7418,31.6202,32.2456,32.468,54.0113,55.9771,55.7503,58.1165,52.725563
Leadership Is an Art,54.8306,55.6964,55.4279,56.3103,36.496,30.3749,37.4492,28.7282,36.3523,30.8612,30.5153,30.5157,29.8957,29.9012,30.6383,30.5314,30.5867,30.6609,30.6597,30.5919,30.7855,30.6697,30.5916,30.6185,30.6228,30.6892,30.6746,30.6404,30.6571,30.7588,34.457733
What's Going On?: Personal Essays,32.5329,32.7001,32.3892,32.4273,32.2463,39.5424,57.4646,56.2647,54.32,54.4475,54.4468,55.1261,55.549,37.2266,33.2372,34.0051,32.924,33.0298,49.3555,33.5908,32.9616,34.9254,36.4852,53.72,53.7768,54.0751,54.5016,32.4229,32.0343,33.6244,42.045107
Creating an Inclusive School,29.289,29.4768,29.3654,29.4582,29.3871,29.5835,29.4464,29.3678,29.3008,29.286,29.2857,29.5495,27.5066,28.5231,29.3028,29.208,29.2523,29.2403,29.2916,29.2209,29.0801,29.1687,29.2527,29.2338,29.2809,29.2579,29.2887,29.2664,28.9136,47.9149,29.833317
North Carolina Ghosts and Legends,26.4972,43.6769,34.4114,35.6718,33.5096,33.108,32.5911,34.1388,32.64,31.9111,34.7854,41.9899,36.8656,32.0469,31.8597,32.0587,31.7589,31.8157,31.8323,31.6072,31.5565,31.6778,31.6901,31.759,31.739,31.8927,31.8068,34.6485,46.961,31.8454,33.678433
Understanding Thomas Jefferson,28.5282,28.5516,28.8111,29.1267,28.97,28.9931,29.1368,28.7024,28.8089,28.703,28.7469,28.7997,28.7918,28.7325,29.2333,30.0822,29.7934,29.7686,30.0773,29.8792,29.2592,28.7278,28.6829,28.8232,28.797,28.6952,28.7517,28.6908,28.6661,28.6701,29.000023
Molecular Cell Biology,27.7716,27.697,27.6956,27.7612,27.6284,27.6517,27.7443,27.6386,27.5552,27.6472,27.7242,27.6701,27.6282,27.7359,27.6658,27.5332,27.5053,27.7193,27.7526,27.5675,27.5138,27.5888,27.5218,27.6806,27.6249,27.5969,27.711,27.63,27.8172,27.7199,27.656593
Joshua: A Parable for Today,31.2131,31.0867,31.0504,31.1189,31.0092,31.1011,31.2317,31.1544,30.8555,30.8544,30.8906,30.7987,30.8495,30.9731,31.0127,30.8154,30.8216,30.816,30.9968,30.9632,30.9615,31.0533,30.9239,30.8478,30.8638,30.7868,30.8153,30.8439,30.8972,30.834,30.948017
Things Not Seen and Other Stories,30.136,30.2002,30.0922,30.1492,30.0113,30.1174,30.2965,30.8221,32.5152,30.755,30.4943,30.4405,31.2476,31.3443,31.2511,31.2962,31.3674,31.1035,30.6568,30.4801,30.3915,30.4496,30.5543,30.4252,30.4847,30.5139,30.7506,30.6218,30.5971,30.4866,30.668407
The Spiritual Life of Children,31.0265,30.7025,30.7747,30.7983,30.7104,30.8548,30.8138,32.4358,34.7058,31.2451,31.3839,31.1012,31.1098,31.1649,30.9939,31.0139,30.9637,31.0047,31.0084,31.6692,30.8788,30.9714,30.8387,30.9617,31.2612,31.1974,31.1447,30.938,30.9824,31.0439,31.189983
Constancia and Other Stories for Virgins,30.7178,30.571,30.9757,30.9041,30.886,30.8462,30.7814,30.8305,30.812,30.8635,30.6135,30.6771,30.7015,30.6496,30.6299,30.9177,30.6283,30.6679,30.5739,30.6226,30.7129,30.6727,29.6944,30.6127,30.6054,30.7451,30.7439,30.6744,30.6366,30.6484,30.687223
May I Have This Dance?,31.9112,32.3977,32.5901,32.3727,32.2857,47.6101,54.0041,53.906,53.9603,42.0128,32.4383,32.2935,31.5221,32.1055,32.2689,32.1544,32.0851,32.112,31.9938,31.7515,31.8273,31.762,31.8326,32.0146,31.773,31.8316,32.066,32.3294,32.2886,32.0954,35.119877
Grow Greener: Ten Steps to a Richer Life,34.1945,34.0326,33.5927,34.1678,33.9751,33.9605,33.712,33.7565,33.8133,33.7601,33.7712,33.7364,34.0652,33.8929,33.922,33.7698,33.7699,33.795,33.732,33.8901,33.7865,33.7329,33.9817,33.876,33.8604,33.9177,33.7647,33.8826,33.9628,33.9055,33.866013
The Golden Christmas Tree,29.9328,29.7616,30.4704,29.6072,29.6688,29.5491,29.6045,29.8426,31.4974,29.684,29.6804,29.7321,29.8056,29.714,29.7533,29.8018,29.6343,29.7386,29.7393,29.7021,29.8383,29.7525,29.7763,29.7829,29.6891,29.6568,47.0279,49.186,49.4644,49.4835,32.352587
The Age of Uncertainty,30.7066,30.5967,30.5,30.1536,30.2209,30.3739,30.0744,30.1219,34.1359,31.2718,32.2935,33.7075,32.9207,31.8033,32.181,35.055,31.8078,31.3486,31.2857,32.8449,32.0168,30.2379,30.2252,30.1173,29.9179,30.1325,29.9679,29.3828,31.8003,29.8257,31.234267
