Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,53.3702,53.4617,52.4499,56.0323,51.2525,51.7415,52.3099,55.2821,53.1923,51.9895,52.7373,54.8713,53.5797,51.6388,51.7425,51.1108,51.7005,53.8068,53.4998,58.7338,55.5203,51.2071,55.5599,52.72,52.6326,53.3032,51.0108,55.5655,53.7466,52.2425,53.267057
Journey Through Heartsongs,70.5198,75.0144,70.4894,71.851,70.433,70.6783,71.6576,74.76,73.0318,69.67,72.5177,70.9471,70.8023,70.6999,71.076,72.0225,71.5467,70.3605,71.6316,74.4102,73.9093,74.3633,74.687,72.3362,71.3283,71.0804,70.4954,73.8877,73.3552,72.074,72.054553
In Search of Melancholy Baby,29.8753,31.1375,30.3354,29.467,29.6357,33.6002,32.5082,32.1816,29.9793,30.2757,32.2499,30.1836,29.9341,30.2235,34.8554,29.7145,30.3196,30.5784,35.5977,32.3858,30.9949,34.1986,38.5853,30.8753,30.8735,31.7227,30.9064,31.3931,31.9523,31.2104,31.591697
The Genesis of Ethics,54.5194,72.2484,56.9236,54.9035,53.2697,56.3329,60.8324,54.3576,53.284,56.139,52.637,56.3239,53.4098,54.6296,58.3659,56.2025,56.6888,57.5248,51.9233,50.9106,53.6522,52.6595,51.9883,57.0263,52.4492,53.2594,51.3799,52.4569,54.7325,51.8563,55.09624
All over but the Shoutin',33.9559,32.8151,33.7324,33.8755,34.6466,35.6057,33.8361,33.5127,38.6995,36.6419,33.9243,35.0656,34.3235,34.2468,34.9797,38.695,33.2061,34.0271,36.8657,33.4699,32.4985,32.6189,36.2995,36.0467,35.0959,32.665,33.0268,33.2487,34.9514,32.5658,34.504743
Oilers and Sweepers and Other Stories,60.9374,60.7473,63.8421,64.2826,64.773,63.8043,60.8526,63.6726,67.5555,60.7109,63.6434,60.9206,64.6978,63.1649,61.0244,65.9684,61.0354,60.5299,61.3446,64.3886,60.4797,64.4457,62.7453,61.3146,65.5667,60.6976,62.6366,66.3774,62.0105,64.2778,62.948273
The Emperor's New Mind,63.3505,69.5398,73.1159,70.8096,74.0569,63.7363,64.1833,71.4995,76.4625,63.7068,63.6965,64.7218,66.8244,61.8849,60.9599,60.5306,60.7278,61.18,71.0672,70.4347,73.6171,60.4079,60.7918,60.5172,59.0628,59.486,61.1936,58.7611,60.6319,58.3459,64.843473
Touching Fire: Erotic Writings by Women,82.1228,84.9018,82.8478,85.3869,81.978,80.5329,87.7781,86.0389,83.1597,81.0906,81.0981,79.2805,87.5635,80.7714,80.2154,80.8002,86.0881,80.658,82.138,83.4824,83.179,79.1856,79.8537,86.8106,79.8235,81.1359,79.5387,83.3993,81.756,79.3952,82.400353
Hill Rat: Blowing the Lid Off Congress,48.2805,42.8818,42.3686,42.2449,43.0203,42.3932,42.2111,42.6454,43.0647,42.1503,43.2805,43.6269,44.185,43.7649,43.868,47.4967,43.3522,44.5191,43.3687,46.7742,43.2759,43.0639,42.7119,48.4401,43.6749,43.1104,43.0855,43.0641,43.7688,43.3375,43.767667
Personality of the Cat,113.7334,109.4381,110.6668,114.9716,111.6727,112.5367,109.6204,114.4943,114.7812,118.601,109.2851,113.6002,111.8939,106.7569,114.29,119.4445,109.6685,113.4928,113.7046,112.2337,110.2758,108.7485,109.9852,111.2155,113.8825,112.7676,114.1452,111.6275,109.638,110.8875,112.268657
Best New American Voices 2003,43.6649,44.9178,45.5093,42.6822,44.2213,42.3521,45.1609,42.4065,44.2009,50.1873,43.2065,44.6132,44.1686,42.533,42.2209,43.9694,42.195,42.1396,42.9955,42.4677,43.8544,44.5348,42.4132,43.0721,42.3013,42.7725,42.4297,46.5205,42.647,43.44,43.659937
Jackie by Josie: A Novel,61.0368,60.9117,62.0321,60.6554,66.1344,62.919,61.0019,62.2923,61.6071,64.6375,64.9289,62.7256,61.7041,65.2177,60.4649,61.9431,64.885,62.1443,62.5892,65.5511,67.204,66.2461,64.0525,61.2439,64.1288,62.0387,63.4882,61.2668,64.2523,60.5428,62.994873
Majorca: Culture and Life,81.5994,83.3111,89.366,80.0041,79.2543,83.6178,79.5823,81.2663,84.4258,80.1326,85.3788,86.7413,83.5962,81.4203,82.8541,81.3281,82.0933,84.1075,81.0793,79.2822,79.5501,82.8211,87.5219,80.4315,79.3047,84.9069,82.2942,82.729,79.6025,79.4067,82.300313
The Universe of Galaxies,55.6438,56.929,58.3106,58.1105,55.5899,59.9119,54.9456,56.7431,54.9461,56.257,56.5801,57.3006,62.5031,58.7249,69.6028,57.2491,57.6613,57.5503,55.4238,64.1143,62.9229,57.8993,63.4592,57.0827,60.839,60.1979,83.66,81.7898,58.7622,62.8708,60.45272
Healing Benefits of Garlic,73.4072,81.8784,73.5874,74.2057,72.0862,72.8897,70.4771,73.6276,76.3727,74.5168,75.5538,70.2515,72.1411,72.1096,76.1726,82.4754,73.4369,78.1565,77.0606,73.8455,78.988,71.2516,70.5627,71.6616,71.1498,73.851,74.7833,70.1708,74.6109,74.4663,74.19161
George Meany And His Times: A Biography,62.2904,64.641,65.9533,60.8786,65.633,69.6888,62.8942,64.8907,61.269,62.2266,62.1386,61.7471,66.6455,61.7607,61.0293,65.1201,62.0726,63.2765,61.7412,63.3392,60.8849,62.9421,66.1012,63.7155,61.9431,61.1514,60.9636,66.8681,61.5497,64.7533,63.336977
American Dreams: Lost & Found,83.5695,84.988,82.3852,87.9865,81.7607,85.4588,84.0325,85.374,82.5358,83.2065,83.0431,86.3391,84.6462,88.1764,82.2919,83.3594,84.093,86.016,91.7855,83.0257,86.1054,86.1482,87.3908,82.711,84.0581,89.3552,85.0243,83.0818,86.5611,85.3745,84.99614
"Love, Love, and Love",56.8178,60.3155,57.3391,58.5319,56.9327,59.4808,58.0162,57.4331,56.5399,60.1953,57.0524,56.8642,58.0019,60.7628,57.262,62.2909,58.5567,59.3669,57.2417,58.3007,60.4227,58.4144,57.5877,57.6353,62.4001,60.6857,59.6091,57.697,58.7373,56.7532,58.574833
Henry VIII (English Monarchs Series),52.7364,53.1658,52.5293,59.3014,53.3179,55.2043,52.9352,60.8296,53.5771,52.9863,54.8384,52.0032,59.2363,56.3227,61.1835,54.4552,55.3647,57.0778,54.758,54.7368,63.0776,57.67,56.2213,58.5945,56.8968,55.8567,54.8286,71.2092,75.1879,54.2923,57.01316
The Moral Intelligence of Children,47.684,47.2334,53.4598,46.6627,47.0748,49.191,49.9352,47.2152,48.3951,48.8588,45.8053,45.0285,44.254,48.7803,46.2649,44.8618,46.2163,46.0625,44.9318,45.4865,48.593,45.2944,48.0667,45.1354,44.283,44.8851,44.754,45.7474,49.4607,48.0296,46.921707
Cook Healthy: Cook Quick,53.4832,49.6283,56.2058,50.0803,53.7051,48.2335,54.7803,53.3926,51.2823,52.39,47.6804,47.838,57.3973,48.7393,47.3779,47.8198,47.6145,48.7686,54.5979,48.2175,51.5949,51.6959,50.6879,48.2104,48.7676,47.6453,48.514,48.6839,48.4328,50.4493,50.46382
Sunset at Rosalie: A Novel,62.2627,64.7059,61.2883,61.5311,60.616,61.2849,61.0894,64.6604,62.3222,60.8771,63.6614,60.989,60.8052,62.9593,66.0874,63.0202,61.6946,60.5329,61.055,60.8644,65.2408,65.1455,62.9124,62.9367,68.2764,67.9322,64.0146,69.8338,71.967,77.4203,63.932903
Proverbs For The People,100.9059,85.1767,85.6648,85.6666,82.2364,87.3702,94.5589,96.249,83.519,82.8773,86.3329,84.3998,83.2246,83.7552,80.1951,83.3419,84.7319,93.083,91.9862,83.6922,81.8625,80.716,84.3676,80.2152,80.8638,81.2809,86.6031,79.4271,83.6825,80.1992,85.27285
Great American Countryside,53.9956,53.8855,55.2103,54.9245,57.2138,57.5006,53.8287,53.4911,60.6614,53.1867,60.0996,53.5422,53.4663,53.7073,54.1864,56.9045,57.6855,57.3125,55.665,58.0734,59.8311,60.7289,57.6299,58.9458,54.7681,56.7689,54.9984,53.8633,53.5633,53.509,55.971587
Rob Whitlock: A Pioneer Boy in Old Ohio,33.8315,33.5343,32.5968,33.3711,32.6902,33.5477,32.4979,32.6307,32.5101,35.7866,33.1427,32.5944,32.5381,33.1197,32.4125,35.5641,32.5834,36.9067,33.5371,32.3486,32.5067,32.3426,32.3592,32.543,33.1713,33.167,33.4428,33.7989,32.4399,32.6528,33.205613
British Hospitals (Britain in Pictures),70.1723,74.4775,75.8984,70.4536,70.9291,69.5705,73.2508,75.1543,70.9185,71.9151,71.693,69.5824,76.7281,76.4913,72.62,69.4185,73.9206,70.2303,70.471,70.3224,79.4088,74.1771,72.7228,71.4182,72.9468,71.872,73.0589,72.7648,71.7857,71.2325,72.520177
The Practical Stylist,63.321,59.4743,62.2701,58.4352,67.5159,59.0203,59.7019,60.9762,61.6165,62.7027,59.8475,59.0335,59.4181,62.3791,86.5851,62.6986,61.7919,61.0009,59.2077,58.4675,62.8262,59.6068,58.6044,63.4087,58.998,58.6771,58.7474,65.0853,60.7881,59.5946,61.726687
Civilization III: Instruction Manual,117.8187,120.3374,124.7804,119.7638,119.5753,125.0872,116.9849,128.9806,126.4796,116.6512,124.6703,120.6819,116.4742,121.0995,118.3487,121.3745,119.4565,126.456,124.5413,119.4924,118.6041,126.7953,116.976,120.5612,121.1039,117.4271,119.0616,120.8073,116.2057,119.2226,120.86064
