Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,86.9286,86.8437,81.0804,84.6379,92.6846,83.6547,81.6795,83.6539,82.1297,86.2336,89.1576,82.9069,85.853,82.5203,82.2244,86.1312,88.6823,82.9389,86.8808,87.4817,83.1218,86.9242,86.2433,84.9974,91.2892,84.8389,83.3667,81.823,86.8291,86.7215,85.348627
Journey Through Heartsongs,115.033,117.0352,116.6935,114.2783,117.655,124.6081,126.826,156.3337,128.8912,133.283,121.9527,124.1067,136.6195,129.9106,126.9535,134.116,144.9268,127.109,126.4128,123.215,135.9764,122.6285,121.8613,131.5877,127.227,125.9074,134.2541,128.4156,118.911,124.9909,127.257317
In Search of Melancholy Baby,50.6462,50.9443,50.7376,50.1551,50.5524,47.7869,47.3459,48.0998,48.8021,48.0343,48.1774,50.1973,47.3671,50.2068,47.4831,50.8745,48.6861,52.4851,47.1567,51.1651,54.1601,49.1127,48.3361,49.0878,49.056,50.5656,48.1206,47.2562,51.0451,48.1018,49.391527
The Genesis of Ethics,83.0231,85.8095,84.69,85.2652,86.1497,83.7101,82.0292,83.3129,85.0356,84.9668,84.4903,85.6718,89.2066,89.5086,89.9391,85.9577,92.0049,85.5051,102.0699,112.8222,85.8762,99.2235,88.4391,94.6481,88.3203,95.0349,92.8938,110.5205,97.4123,91.008,90.1515
All over but the Shoutin',55.484,53.0038,52.2859,55.4531,54.6001,52.2715,53.135,52.1155,52.1455,55.8804,51.9328,52.2294,56.7189,52.244,52.4913,54.6789,52.1339,57.4159,52.3096,54.6788,52.527,54.5983,53.0331,53.8141,52.6315,52.479,57.9674,59.1076,58.8815,52.1744,54.014073
Oilers and Sweepers and Other Stories,99.6636,105.5235,98.257,100.7178,99.0958,99.6486,96.979,102.6934,98.6746,97.761,100.1413,101.3544,98.7478,105.215,101.0457,98.9271,100.5583,99.7334,100.3084,106.5549,99.8728,108.3067,103.1149,97.1246,98.5367,101.988,99.9356,100.6346,98.5232,102.4666,100.73681
The Emperor's New Mind,98.0965,96.7571,99.941,99.2739,101.5302,101.1817,101.3664,95.1252,94.8184,100.1578,96.0891,103.4733,96.8156,98.1359,94.7702,96.611,104.9001,95.9652,96.2367,95.9013,95.4642,96.0183,93.7938,94.6654,95.5366,98.2882,95.7092,97.7426,99.2708,95.6301,97.642193
Touching Fire: Erotic Writings by Women,129.2152,134.4728,131.8059,129.0251,132.9544,128.6531,132.1556,132.8363,127.2477,128.4076,128.956,129.7918,129.3872,151.793,128.7451,130.6977,133.0192,126.3323,155.6845,132.948,131.8373,127.0555,126.9971,128.9008,126.9867,129.6217,134.2326,131.8615,130.7521,130.406,131.759327
Hill Rat: Blowing the Lid Off Congress,68.6012,70.4967,70.4007,69.5887,67.662,67.0109,72.0302,68.96,71.114,66.9455,67.3847,69.1027,68.429,67.5864,69.9437,67.8103,69.914,67.8841,68.3799,67.7677,69.3297,72.1677,71.6742,70.0884,68.4014,67.8569,68.6917,66.9167,68.5702,69.0869,68.993207
Personality of the Cat,188.3174,197.5993,191.41,186.7732,187.4669,189.6994,177.7159,184.1454,198.1218,177.0695,173.0947,177.9969,174.0477,177.4576,172.2496,178.6219,170.5148,174.2707,174.5636,178.1979,174.3281,178.6778,169.4435,172.3587,180.4195,178.995,174.7975,169.2601,174.9319,176.0193,179.28552
