Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,82.1399,75.9579,78.6316,74.6477,74.6888,75.3109,81.3494,78.7648,76.1136,73.6962,75.7568,72.3887,79.1344,76.8951,73.4886,71.3034,74.1337,73.9816,72.5356,74.506,73.8071,72.5314,75.2741,74.8033,75.5246,74.2008,77.518,77.7428,72.1863,74.8433,75.46188
Journey Through Heartsongs,99.1794,101.9736,104.7677,98.0602,100.9181,102.4452,97.8686,98.6514,97.3128,103.2307,101.2859,104.3353,99.372,102.0191,98.0864,97.5853,99.9717,100.6033,101.377,100.8892,105.2402,99.0007,97.4568,100.9645,100.3765,112.6176,106.4128,106.9374,98.6708,99.1225,101.224423
In Search of Melancholy Baby,44.7396,42.6821,41.9031,44.7758,43.9657,41.6457,43.971,41.8339,42.1138,42.2917,42.0176,42.7449,41.8989,42.3482,47.1328,41.9278,41.6104,42.1307,41.6646,42.1194,42.0871,41.6178,42.4397,43.7661,43.7698,42.7183,42.0592,43.1028,47.3521,42.7782,42.90696
The Genesis of Ethics,79.7481,78.4754,77.2336,75.9797,73.2049,77.2315,74.9815,76.0891,75.2575,75.2061,75.8222,75.2987,74.2631,72.1441,72.6268,75.3099,73.1588,74.4413,71.4862,72.0765,73.7222,75.3069,74.2238,75.5913,74.2694,81.7765,75.179,72.1147,71.9413,72.8077,74.898927
All over but the Shoutin',46.8845,47.137,46.6729,46.6004,47.519,46.755,46.6659,49.6744,45.6735,45.3589,45.5982,45.4017,45.8475,47.3583,45.5348,46.8015,47.4834,46.438,45.3678,47.0646,46.5839,46.3151,46.1725,46.0695,47.838,46.3856,46.1677,46.5104,45.0554,48.5035,46.581297
Oilers and Sweepers and Other Stories,91.7623,88.7472,88.8685,85.2786,86.1322,88.4342,90.7433,87.3469,85.4676,89.1189,86.7746,91.4579,87.6152,95.6924,85.8227,87.8472,87.3801,88.949,86.7292,85.0998,84.4463,93.0762,84.6851,85.6091,90.4893,89.0024,88.3382,84.1725,87.5463,88.1797,88.027097
The Emperor's New Mind,89.0818,86.6328,83.2325,81.7823,81.3812,82.9132,82.1003,82.2292,81.4837,85.0004,85.4225,85.6364,90.1334,85.9795,81.7685,94.4313,84.0393,83.5344,82.8129,83.5074,85.8962,113.0318,94.538,94.0265,86.841,84.5711,90.7197,88.2438,89.9471,85.52,86.881273
Touching Fire: Erotic Writings by Women,120.3539,114.5979,114.7358,119.0652,116.4963,111.5506,117.8698,110.7042,112.2329,110.5149,110.7044,110.7786,113.8043,110.8478,110.0333,110.0002,111.2638,114.6715,110.4026,109.877,111.1833,121.8357,111.3177,109.5494,111.7177,111.5901,111.2009,116.6843,116.392,110.667,113.088103
Hill Rat: Blowing the Lid Off Congress,58.5264,66.0004,59.9089,59.3298,59.3222,60.7206,58.7696,59.7481,59.069,62.2982,59.3032,59.5841,64.0282,61.794,59.9533,63.9191,59.0329,63.327,58.3733,58.9223,61.9452,58.6558,59.5836,59.9094,59.095,61.7935,59.0631,59.8075,59.1054,64.5954,60.51615
Personality of the Cat,149.8951,152.4162,157.5996,150.2464,155.1129,149.2315,159.4101,157.9993,150.9825,153.4761,149.5644,149.194,154.482,153.0134,156.6202,152.1424,162.0342,157.0966,155.0797,156.1461,158.8614,157.3341,152.9465,155.561,151.9151,158.4467,155.5611,158.6847,153.109,153.498,154.588677
